#complex,groundtruth,simcomplex,simground,z3res,verificationtime
2*~y-1*(x|~y)+5*~x+(~(x&~x))-1*x-5*(~(x|y))-5*(~(x|~y))-1*(x&~y)+3*(x&y),1*(~(x&~y))+1*(~(x^y)),2*~(x|y)+1*~(x|~y)+2*(x&y),2*~(x|y)+1*~(x|~y)+2*(x&y),True,0.009848594665527344
~y+2*~x-4*(x|~y)+y+(~(x&~x))-1*(~(x^y))+2*(x|y)+2*(~(x|y))-5*(~(x|~y))+1*(x&~y)+1*(x&y),1*(~(x&y)),1*~(x&y),1*~(x&y),True,0.00948023796081543
-1*~y+(x^y)-1*(~(x&~y))+(~(x^y))-1*y-1*(~(x&~x))-2*(x|~y)+(x|y)+~x+3*(~(x|y))+3*(x&~y)+4*(x&y),1*x,1*x,1*x,True,0.009432792663574219
2*(~(x^y))+(~(x&~x))-2*x-1*(x|~y)+(~(x&~y))-1*~y+y-4*(~(x|y))-4*(~(x|~y))+2*(x&~y)-1*(x&y),-2*(~(x&y))+1*(x|y),-2*~(x|y)-1*~(x|~y)-1*(x&~y)+1*(x&y),-2*~(x|y)-1*~(x|~y)-1*(x&~y)+1*(x&y),True,0.01016378402709961
-1*~x+x+(~(x&~y))+(~(x&y))+(~(x^y))-2*y+(~(x&~x))-5*(x|y)+1*(~(x|y))+5*(~(x|~y))+6*(x&~y)+5*(x&y),2*~y+2*(x|~y),4*~(x|y)+4*(x&~y)+2*(x&y),4*~(x|y)+4*(x&~y)+2*(x&y),True,0.009994983673095703
-2*x+(~(x&~x))+2*(x|y)-2*(~(x^y))-1*~x+2*(~(x|y))-4*(~(x|~y))-2*(x&~y),-(x^y)-y,-2*~(x|~y)-1*(x&~y)-1*(x&y),-2*~(x|~y)-1*(x&~y)-1*(x&y),True,0.009827136993408203
(x^y)+2*(~(x^y))+4*~x+2*(~(x&~y))-1*(~(x&~x))-1*y-1*x-2*(~(x&y))-2*(~(x|y))-3*(~(x|~y))+6*(x&~y)+1*(x&y),1*~y+2*(x|~y),3*~(x|y)+3*(x&~y)+2*(x&y),3*~(x|y)+3*(x&~y)+2*(x&y),True,0.009903192520141602
-1*(~(x&~x))-1*~y-1*(~(x&~y))-2*x+3*(~(x|y))-2*(~(x|~y))+3*(x&~y)+1*(x&y),-(x^y)-3*y,-4*~(x|~y)-1*(x&~y)-3*(x&y),-4*~(x|~y)-1*(x&~y)-3*(x&y),True,0.009972810745239258
-1*~y+~x-2*y+(~(x&~x))-1*(~(x^y))+2*(~(x|y))+1*(~(x|~y))+1*(x&~y)+1*(x&y),2*(~(x&y))-(x|y),2*~(x|y)+1*~(x|~y)+1*(x&~y)-1*(x&y),2*~(x|y)+1*~(x|~y)+1*(x&~y)-1*(x&y),True,0.010218143463134766
-2*y+(~(x^y))-1*(~(x&~y))+(x|~y)+5*(x^y)-2*(~(x|y))-3*(~(x|~y))-8*(x&~y),-~y-(x|y),-1*~(x|y)-1*~(x|~y)-2*(x&~y)-1*(x&y),-1*~(x|y)-1*~(x|~y)-2*(x&~y)-1*(x&y),True,0.010158777236938477
-1*(~(x&y))-1*y+(~(x^y))+(x^y)-1*(x|y)-1*(~(x&~x))-1*x-1*~x+(x|~y)+2*(~(x|y))+4*(~(x|~y))+3*(x&~y)+2*(x&y),1*~y,1*~y,1*~y,True,0.009506464004516602
-1*(~(x&y))-1*(x^y)+(~(x&~y))-1*~y-1*~x-1*(~(x^y))-1*(x|~y)+(~(x&~x))-2*y+3*(~(x|y))+3*(~(x|~y))+2*(x&~y)+1*(x&y),-x,-1*x,-1*x,True,0.00949859619140625
x+(x|~y)-1*(x^y)+~y+(~(x^y))+(~(x&~x))-1*(x|y)-3*(~(x&~y))+1*(~(x|y))+8*(~(x|~y))+2*(x&y),2*y+2*(~(x&y)),2*~(x|y)+4*~(x|~y)+2*(x&~y)+2*(x&y),2*~(x|y)+4*~(x|~y)+2*(x&~y)+2*(x&y),True,0.010029315948486328
(x|y)+~x-1*x+~y+2*(~(x&~y))+(~(x^y))+(~(x&~x))-5*(~(x|y))-5*(~(x|~y))-1*(x&~y)-5*(x&y),-y+1*(~(x&y)),1*~(x|y)+1*(x&~y)-1*(x&y),1*~(x|y)+1*(x&~y)-1*(x&y),True,0.009903430938720703
(~(x&~y))-2*y+(~(x^y))-1*(x|y)+(~(x&~x))-5*(~(x|y))-1*(~(x|~y)),-2*~x,-2*~x,-2*~x,True,0.009372472763061523
-1*(~(x&y))+(~(x&~x))+~x-1*(x^y)+~y+(~(x^y))+(x|y)-2*(~(x&~y))-1*(~(x|y))+1*(~(x|~y)),1*x,1*x,1*x,True,0.009406089782714844
2*~x+5*(~(x^y))-1*(~(x&y))+(x^y)+x-1*(~(x&~y))+(x|~y)-7*(~(x|y))-3*(~(x|~y))-3*(x&~y)-8*(x&y),-y-(~(x&~x)),-1*~(x|y)-2*~(x|~y)-1*(x&~y)-2*(x&y),-1*~(x|y)-2*~(x|~y)-1*(x&~y)-2*(x&y),True,0.010151147842407227
-1*(x^y)+2*y+(~(x&y))-5*(~(x|y))-6*(~(x|~y))-1*(x&~y)-3*(x&y),-4*~x-x,-4*~(x|y)-4*~(x|~y)-1*(x&~y)-1*(x&y),-4*~(x|y)-4*~(x|~y)-1*(x&~y)-1*(x&y),True,0.010079622268676758
-1*~x-1*(~(x^y))+2*~y-1*(x^y)-1*(x|~y)-1*y-1*(~(x&y))-1*(~(x&~y))-1*(~(x|y))+1*(~(x|~y))-3*(x&~y),-4*(~(x&~x)),4,4,True,0.009197235107421875
~y+(~(x&~y))+(x|~y)+x-2*(x|y)+(~(x^y))+(~(x&~x))+2*~x-8*(~(x|y))-3*(~(x|~y))-3*(x&~y)-3*(x&y),-(~(x&y)),-1*~(x&y),-1*~(x&y),True,0.009549617767333984
(~(x&~x))+y-2*(x^y)-1*~y+x-1*(~(x&~y))-2*~x-3*(~(x|y))-2*(~(x|~y))-4*(x&~y)-3*(x&y),-5*(~(x&y))-(~(x^y)),-6*~(x|y)-5*~(x|~y)-5*(x&~y)-1*(x&y),-6*~(x|y)-5*~(x|~y)-5*(x&~y)-1*(x&y),True,0.010075092315673828
-1*(x|y)+2*(~(x&~x))+(x^y)-5*~y-1*(~(x&y))-2*(x|~y)-1*(~(x^y))+2*(~(x&~y))+~x+4*(~(x|y))-2*(~(x|~y))+6*(x&~y)+2*(x&y),2*y,2*y,2*y,True,0.009394168853759766
-1*(~(x&~x))-1*(~(x^y))+(x^y)-2*x+2*(~(x&~y))-2*~y+(x|y)-1*y+(~(x&y))+2*(~(x|y))-2*(~(x|~y))+2*(x&~y)+2*(x&y),1*~x,1*~x,1*~x,True,0.009419918060302734
(~(x^y))+(~(x&y))-2*y+(x|y)+~y-1*(x^y)-1*~x+2*x+3*(~(x|~y))-2*(x&~y),1*(~(x&~x))+1*(x|~y),2*~(x|y)+1*~(x|~y)+2*(x&~y)+2*(x&y),2*~(x|y)+1*~(x|~y)+2*(x&~y)+2*(x&y),True,0.010083913803100586
-1*~x+1*(~(x|y))+4*(~(x|~y))-1*(x&~y)+3*(x&y),4*y-(x|y),3*~(x|~y)-1*(x&~y)+3*(x&y),3*~(x|~y)-1*(x&~y)+3*(x&y),True,0.009898185729980469
-1*(~(x&~x))+2*(x^y)+2*x+~x-1*(x|~y)-1*(x|y)-1*(~(x&y))+1*(~(x|y))-1*(~(x|~y))-1*(x&~y),-y-~y,1,1,True,0.00926518440246582
(x|~y)+x+(~(x&~x))-1*(x^y)+(x|y)-1*~x+(~(x&~y))-3*(~(x^y))+3*(~(x|y))+1*(~(x|~y))-1*(x&~y)-2*(x&y),2*(~(x&y)),2*~(x&y),2*~(x&y),True,0.009571075439453125
-1*y-1*(x|y)+(x|~y)-1*~y+(~(x&~x))+x+~x-1*(~(x|y))+1*(~(x|~y))-1*(x&~y),1*(~(x&~y)),1*~(x&~y),1*~(x&~y),True,0.009549617767333984
(~(x&y))+(~(x&~y))-1*~y+2*(x^y)-1*y+(~(x^y))-1*x-1*(~(x|y))-2*(~(x|~y))+1*(x&y),1*(~(x&~x)),-1,-1,True,0.009271383285522461
-1*(~(x^y))+(x|~y)-1*(x^y)+(~(x&~y))+2*(~(x|~y))+2*(x&~y),1*(x|y)+1*(~(x&y)),1*~(x|y)+2*~(x|~y)+2*(x&~y)+1*(x&y),1*~(x|y)+2*~(x|~y)+2*(x&~y)+1*(x&y),True,0.010126352310180664
-1*y-1*(~(x&~x))-1*(~(x^y))+(x^y)-2*~y+4*(x|~y)+1*(~(x|y))+3*(~(x|~y))-1*(x&~y)+1*(x&y),1*(x|y)+1*(~(x&~y)),1*~(x|y)+2*~(x|~y)+1*(x&~y)+2*(x&y),1*~(x|y)+2*~(x|~y)+1*(x&~y)+2*(x&y),True,0.010085582733154297
3*(~(x&~x))+(~(x&~y))+(x^y)-1*~y+(x|y)+~x-1*(x|~y)-4*(~(x|y))-7*(~(x|~y))-3*(x&~y)-5*(x&y),-(~(x^y)),-1*~(x^y),-1*~(x^y),True,0.009546279907226562
2*y-1*(~(x^y))-1*~x-2*(x^y)-1*(~(x&~x))+2*(~(x|y))+3*(~(x|~y))+3*(x&~y),-(x|~y)+1*(x|y),-1*~(x|y)+1*~(x|~y),-1*~(x|y)+1*~(x|~y),True,0.00971841812133789
2*(x|y)+(~(x^y))-1*~y+3*(x^y)+~x+(~(x&~x))+3*(~(x&~y))+(x|~y)-6*(~(x|y))-10*(~(x|~y))-7*(x&~y)-9*(x&y),-x,-1*x,-1*x,True,0.009393692016601562
-1*~x-1*(x^y)+x+(~(x&y))+(~(x&~x))+(~(x&~y))-3*(~(x|y))-1*(~(x|~y))-3*(x&~y)-4*(x&y),-(x|~y),-1*(x|~y),-1*(x|~y),True,0.009531974792480469
(~(x^y))-1*~y+(x|~y)+(~(x&y))+2*(x|y)+(~(x&~y))+2*(x^y)-1*~x-1*(~(x|y))-4*(~(x|~y))-4*(x&~y)-4*(x&y),1*(~(x&~x)),-1,-1,True,0.009224176406860352
-1*(x|y)-4*(x|~y)+(~(x&~x))+(~(x&~y))+(~(x^y))+1*(~(x|y))+5*(x&~y)+2*(x&y),1*(x^y),1*(x^y),1*(x^y),True,0.009605169296264648
-1*x+~x+~y+(~(x&~x))+2*(x^y)-1*(x|y)+2*(~(x&~y))+(~(x^y))-5*(~(x|y))-5*(~(x|~y))-1*(x&~y)-1*(x&y),1*(x|~y),1*(x|~y),1*(x|~y),True,0.009518146514892578
-1*~x+1*(~(x|y))+4*(~(x|~y))-1*(x&~y)+3*(x&y),4*y-(x|y),3*~(x|~y)-1*(x&~y)+3*(x&y),3*~(x|~y)-1*(x&~y)+3*(x&y),True,0.00994110107421875
-1*(~(x^y))+2*(x^y)+~x-1*(x|~y)-1*y+(x|y)-1*(~(x|y))-5*(~(x|~y))-5*(x&~y)+1*(x&y),-2*(~(x&y))-x,-2*~(x|y)-2*~(x|~y)-3*(x&~y)-1*(x&y),-2*~(x|y)-2*~(x|~y)-3*(x&~y)-1*(x&y),True,0.010212182998657227
2*(~(x&~x))+y-1*x-1*(~(x&~y))-2*(~(x|y))-4*(~(x|~y))-2*(x&~y),-2*(~(x&y))+1*(x|~y),-1*~(x|y)-2*~(x|~y)-1*(x&~y)+1*(x&y),-1*~(x|y)-2*~(x|~y)-1*(x&~y)+1*(x&y),True,0.010197877883911133
-1*(~(x^y))+x+(x|~y)-1*(x|y)-1*(x^y)+(~(x&~y))+2*(~(x|~y))+1*(x&~y),1*(~(x&~x)),-1,-1,True,0.00931692123413086
y+(~(x&~x))-1*x-1*(~(x&y))+2*(x|y)+(x|~y)-3*(~(x&~y))+3*(~(x|y))-2*(x&~y),1*(~(x^y)),1*~(x^y),1*~(x^y),True,0.009633541107177734
-2*(x|y)-1*(~(x^y))+x+(x^y)-1*~y-1*y-1*(~(x&~x))+5*(~(x|y))+5*(~(x|~y))+2*(x&~y)+5*(x&y),1*(~(x&~y))+1*~x,2*~(x|y)+2*~(x|~y)+1*(x&y),2*~(x|y)+2*~(x|~y)+1*(x&y),True,0.009922266006469727
-1*(x|y)-5*(x^y)+4*(~(x&y))+(~(x&~x))-2*y-1*(~(x&~y))-2*(x|~y)-1*~y+4*(~(x|~y))+4*(x&~y)+6*(x&y),1*(~(x^y)),1*~(x^y),1*~(x^y),True,0.009531497955322266
-1*~y+~x+y+(~(x^y))+2*(~(x&y))+(~(x&~x))+(~(x&~y))-5*(~(x|y))-5*(~(x|~y))-1*(x&~y)-3*(x&y),1*(x|y),1*(x|y),1*(x|y),True,0.00950002670288086
2*(x|~y)-1*(~(x&y))+(x|y)+y+(x^y)-4*~y+2*(~(x&~y))+2*(~(x|y))-4*(~(x|~y))-6*(x&y),1*(~(x^y))-x,1*~(x|y)-1*(x&~y),1*~(x|y)-1*(x&~y),True,0.009770870208740234
-2*(~(x&~y))-1*y+(~(x&y))-2*(~(x&~x))-1*~y-1*(~(x^y))+(x|~y)+4*(~(x|y))+3*(~(x|~y))+4*(x&y),-(x|y),-1*(x|y),-1*(x|y),True,0.009676456451416016
-1*(x|~y)-2*~y-2*(~(x&y))-1*(x|y)-1*x-2*(~(x^y))+5*(~(x|y))-1*(~(x|~y))+7*(x&~y)+1*(x&y),-2*(~(x&~y))-2*y,-2*~(x|y)-4*~(x|~y)-4*(x&y),-2*~(x|y)-4*~(x|~y)-4*(x&y),True,0.009917736053466797
-1*(x|~y)+(~(x&~y))-1*x-1*(~(x&~x))+3*(~(x&y))+~y+y-3*(~(x|y))-3*(~(x|~y)),2*(x^y)-(x|y),1*~(x|~y)+1*(x&~y)-1*(x&y),1*~(x|~y)+1*(x&~y)-1*(x&y),True,0.00988149642944336
-1*(x|~y)-2*(~(x&y))-1*x+2*(~(x&~y))+~y-2*(~(x|y))-4*(~(x|~y))+1*(x&~y)-4*(x&y),-2*y-2*(~(x&~x)),-2*~(x|y)-4*~(x|~y)-2*(x&~y)-4*(x&y),-2*~(x|y)-4*~(x|~y)-2*(x&~y)-4*(x&y),True,0.010145425796508789
y+(~(x&y))-2*(~(x&~y))-5*~x-1*(~(x^y))-1*(x|y)+x+2*(x|~y)-1*(x^y)+4*(~(x|y))+6*(~(x|~y))-3*(x&~y)-1*(x&y),-(~(x&~x)),1,1,True,0.009258747100830078
-1*(x|~y)+(~(x&y))-1*x+2*(~(x&~x))+(x^y)+(~(x^y))-3*(~(x|~y))+1*(x&~y),3*~y+1*y,3*~(x|y)+1*~(x|~y)+3*(x&~y)+1*(x&y),3*~(x|y)+1*~(x|~y)+3*(x&~y)+1*(x&y),True,0.010145187377929688
-1*~x-1*x-1*y+(x|y)+(~(x^y))-1*(~(x&y))-3*(~(x&~x))+(x^y)-3*(x|~y)+8*(~(x|y))+5*(~(x|~y))+6*(x&~y)+7*(x&y),1*(~(x&~y)),1*~(x&~y),1*~(x&~y),True,0.009610414505004883
(~(x&~y))+~y-1*~x-1*(~(x&~x))+(~(x&y))-2*(x|~y)-4*(~(x^y))+5*(~(x|y))-1*(~(x|~y))-1*(x&~y)+4*(x&y),-x-(x|y),-1*~(x|~y)-2*(x&~y)-2*(x&y),-1*~(x|~y)-2*(x&~y)-2*(x&y),True,0.009955167770385742
-1*y+(x^y)+~y+(~(x&~y))+5*(~(x&~x))-1*(x|y)-8*(~(x|y))-5*(~(x|~y))-7*(x&~y)-5*(x&y),-(x|~y),-1*(x|~y),-1*(x|~y),True,0.009575128555297852
(x|y)+(~(x^y))-4*(x^y)+x+~x+(~(x&~y))+2*y-2*(~(x|y))-1*(~(x|~y))+3*(x&~y)-6*(x&y),1*~y,1*~y,1*~y,True,0.009454488754272461
-1*(~(x&~x))+4*y-1*(x|y)+3*(~(x|y))-2*(~(x|~y))+3*(x&~y)-1*(x&y),1*(~(x^y))+1*~y,2*~(x|y)+1*(x&~y)+1*(x&y),2*~(x|y)+1*(x&~y)+1*(x&y),True,0.010014057159423828
-1*(~(x&y))-1*~x-1*(~(x^y))+(x^y)+(~(x&~y))+2*(x|y)+(~(x&~x))-1*(~(x|y))-2*(~(x|~y))-5*(x&~y)-4*(x&y),-2*(x|~y)+1*y,-2*~(x|y)+1*~(x|~y)-2*(x&~y)-1*(x&y),-2*~(x|y)+1*~(x|~y)-2*(x&~y)-1*(x&y),True,0.010154247283935547
-1*y+(~(x&~x))-1*x-1*(~(x^y))+(x|~y)-2*(x&~y)+2*(x&y),-(x^y)+1*(~(x&~y)),1*~(x|y)-1*(x&~y)+1*(x&y),1*~(x|y)-1*(x&~y)+1*(x&y),True,0.010009288787841797
-1*x+(~(x^y))+(~(x&~x))-1*~x-1*~y-2*(x|~y)+(~(x&~y))+(~(x&y))-3*(~(x|~y))+1*(x&~y),-(x^y),-1*(x^y),-1*(x^y),True,0.00960397720336914
2*(x^y)-1*(x|~y)+2*(~(x|y))-3*(~(x|~y))-1*(x&~y),1*~y-(x|y),1*~(x|y)-1*~(x|~y)-1*(x&y),1*~(x|y)-1*~(x|~y)-1*(x&y),True,0.010036706924438477
-1*(x|~y)-1*~x-1*(~(x^y))-2*(~(x&y))+x+5*(~(x|y))+4*(~(x|~y))+3*(x&~y)+2*(x&y),1*(x|y),1*(x|y),1*(x|y),True,0.009593009948730469
-1*~x+(x^y)+(~(x&y))-1*x-1*(~(x&~y))-1*(x|y)+~y+1*(~(x|y))+1*(~(x|~y))+4*(x&y),1*(x|~y),1*(x|~y),1*(x|~y),True,0.009585142135620117
-1*(x|~y)+(x|y)-1*~x+2*(~(x|y))-1*(~(x|~y))-1*(x&~y)-2*(x&y),-y-x,-1*~(x|~y)-1*(x&~y)-2*(x&y),-1*~(x|~y)-1*(x&~y)-2*(x&y),True,0.009975671768188477
3*(x|~y)+1*~(x&~x)-6*x+2*~x+2*~(x^y)-1*y-5*~(x&y)-1*~y+4*~(x|y)+9*~(x|~y)+8*(x&~y)+7*(x&y),6*~(x&~y),6*~(x&~y),6*~(x&~y),True,0.0095367431640625
-3*~(x^y)-6*~y-2*(x^y)-7*~(x&y)+1*~(x&~x)+2*~(x&~y)-11*(x|~y)-6*x-2*y+24*~(x|y)+8*~(x|~y)+31*(x&~y),-19*(x&y),-19*(x&y),-19*(x&y),True,0.009575843811035156
1*(x|~y)-1*~(x^y)+4*~(x&~x)+1*~(x&y)+3*y-11*~y-6*(x^y)-11*~(x&~y)+3*x+17*~(x|y)+9*~(x|~y)+8*(x&~y),-1*(x&y),-1*(x&y),-1*(x&y),True,0.009591817855834961
2*y+5*~(x^y)-2*~x+1*~(x&y)+1*x-11*(x^y)+4*~(x&~y)+1*(x|y)-7*~(x&~x)+4*~(x|y)+20*(x&~y)-1*(x&y),5*(x|~y)-12*~(x|~y),5*~(x|y)-12*~(x|~y)+5*(x&~y)+5*(x&y),5*~(x|y)-12*~(x|~y)+5*(x&~y)+5*(x&y),True,0.01015472412109375
-6*(x|y)+2*~x-1*~(x&~x)+11*(x|~y)+5*~(x&~y)-1*~(x^y)-11*x-7*y+1*(x^y)-14*~(x|y)+8*(x&~y)+10*(x&y),-8*~(x|~y)+2*~(x&y),2*~(x|y)-6*~(x|~y)+2*(x&~y),2*~(x|y)-6*~(x|~y)+2*(x&~y),True,0.009922266006469727
11*~(x&~x)+1*(x|y)-2*~x+1*(x^y)+7*~(x^y)+4*~(x&~y)+5*x+1*(x|~y)+1*y-21*~(x|y)-16*~(x|~y)-30*(x&y),19*(x&~y),19*(x&~y),19*(x&~y),True,0.009579658508300781
-5*(x|y)+1*x-5*y+5*~y-5*~(x&~y)+1*(x|~y)+1*~(x&y)-11*~(x&~x)+2*~(x|y)+18*~(x|~y)+8*(x&~y)+24*(x&y),-7*~x,-7*~x,-7*~x,True,0.009510278701782227
3*~(x&~y)+7*(x|y)-2*y-2*~(x^y)+7*(x^y)-2*~(x&y)-1*~(x&~x)-1*x-9*~(x|y)-12*~(x|~y)-21*(x&~y)-15*(x&y),-11*(x|~y),-11*(x|~y),-11*(x|~y),True,0.00947427749633789
-2*~(x&~y)+7*~(x&y)+4*~x-1*(x|y)+3*y-1*(x^y)-3*~y-1*x-12*~(x|y)-10*~(x|~y)-6*(x&~y)-5*(x&y),-5*(x|~y)-1*~(x^y),-6*~(x|y)-5*(x&~y)-6*(x&y),-6*~(x|y)-5*(x&~y)-6*(x&y),True,0.009917020797729492
-1*~(x&~x)-7*~(x^y)+4*(x|~y)-7*~(x&y)-3*x-5*~y+3*(x^y)-1*~(x&~y)+15*~(x|y)+10*~(x|~y)+9*(x&~y)+14*(x&y),-2*~x+6*y,-2*~(x|y)+4*~(x|~y)+6*(x&y),-2*~(x|y)+4*~(x|~y)+6*(x&y),True,0.009907960891723633
3*(x|~y)+7*~y+5*y+1*x+4*~(x&~x)+1*~(x^y)+2*~x-1*~(x&y)-17*~(x|y)-11*~(x|~y)-14*(x&~y)-15*(x&y),-1*~(x&~y),-1*~(x&~y),-1*~(x&~y),True,0.009634256362915039
5*x+1*~(x&y)-5*~(x&~x)+3*~x+11*~(x^y)-3*~(x&~y)+7*y-2*(x|y)-7*~y-3*~(x|~y)+6*(x&~y)-13*(x&y),-2*(x^y),-2*(x^y),-2*(x^y),True,0.009521722793579102
-1*(x^y)-1*x-1*~(x&~x)-2*~y-5*~(x^y)-1*~(x&y)+7*(x|~y)-1*y+2*~(x|y)-7*~(x|~y)-12*(x&~y)-10*(x&y),-11*(x|y),-11*(x|y),-11*(x|y),True,0.00966501235961914
-1*y+3*~(x^y)-1*~(x&y)-11*x+11*~(x&~x)-5*(x^y)+4*(x|y)+2*~x-12*~(x|y)-7*~(x|~y)+2*(x&~y)-3*(x&y),3*~(x&~y),3*~(x&~y),3*~(x&~y),True,0.00968027114868164
5*~x+2*~y-3*~(x&~y)+2*(x^y)-1*~(x&~x)-2*~(x&y)-1*x+11*(x|~y)-5*~(x|y)+6*~(x|~y)-11*(x&~y)+8*(x&y),7*y+7*~(x^y),7*~(x|y)+7*~(x|~y)+14*(x&y),7*~(x|y)+7*~(x|~y)+14*(x&y),True,0.009971857070922852
1*(x|y)-11*~x-1*~(x&y)-1*x-2*~(x&~y)+7*(x|~y)+1*~y-1*y+6*~(x|y)+16*~(x|~y)-5*(x&~y)-4*(x&y),2*(x^y),2*(x^y),2*(x^y),True,0.009635448455810547
-3*(x|~y)-11*~y-5*(x^y)+5*x-2*~(x&~y)+7*~(x&y)+1*~(x^y)-1*~x+9*~(x|y)+11*~(x|~y)+18*(x&~y)+9*(x&y),11*(x|y)-1*y,10*~(x|~y)+11*(x&~y)+10*(x&y),10*~(x|~y)+11*(x&~y)+10*(x&y),True,0.009980201721191406
2*(x|~y)-2*(x^y)-1*~(x^y)-2*(x|y)+11*x+5*y-11*~x-1*~y+11*~(x&y)-1*~(x|y)-2*~(x|~y)-16*(x&y),-1*~(x&~y)+19*(x&~y),-1*~(x|y)-1*~(x|~y)+19*(x&~y)-1*(x&y),-1*~(x|y)-1*~(x|~y)+19*(x&~y)-1*(x&y),True,0.010141849517822266
-1*(x^y)+5*x+4*~x+1*(x|y)+2*y+2*~(x&y)+1*~(x^y)-11*~y-7*~(x|y)-19*~(x|~y)+4*(x&~y)-20*(x&y),-11*~(x&~y),-11*~(x&~y),-11*~(x&~y),True,0.009634733200073242
-7*~y+1*(x^y)+7*(x|~y)-3*~(x&~y)-5*y+2*~(x&~x)+2*~(x^y)+1*~x-2*(x|y)-2*~(x|y)+6*~(x|~y)-1*(x&y),1*(x&~y),1*(x&~y),1*(x&~y),True,0.009491920471191406
-1*~(x&~y)+11*(x|y)+3*~x+3*x+1*~(x^y)+7*y+4*(x|~y)+1*~(x&y)-8*~(x|y)-22*~(x|~y)-20*(x&~y)-25*(x&y),-1*(x^y),-1*(x^y),-1*(x^y),True,0.009512186050415039
-2*x-3*~(x&~x)-3*~(x&~y)+2*~x+1*~(x&y)-3*(x|y)-2*y-11*~(x^y)+14*~(x|y)+13*~(x|~y)+12*(x&~y)+24*(x&y),5*(x^y),5*(x^y),5*(x^y),True,0.009574651718139648
3*(x|y)+2*~(x^y)+4*x-3*~(x&y)+1*y-6*(x|~y)-1*(x^y)-2*~(x&~x)-6*~x+15*~(x|y)+5*(x&~y)-2*(x&y),-8*~(x|~y),-8*~(x|~y),-8*~(x|~y),True,0.009496450424194336
1*y+3*x+7*(x^y)+4*~y-3*(x|~y)-1*~x-2*(x|y)-2*~(x&y)+8*~(x|y)-4*~(x|~y)-7*(x&~y)+7*(x&y),-1*~(x&~y)+7*~(x^y),6*~(x|y)-1*~(x|~y)+6*(x&y),6*~(x|y)-1*~(x|~y)+6*(x&y),True,0.010053873062133789
-7*x-11*~(x&y)-7*(x|y)-3*~y-11*~x+3*~(x&~x)+7*~(x&~y)+2*~(x^y)+12*~(x|y)+30*~(x|~y)+24*(x&~y)+12*(x&y),-1*(x|~y)+11*y,-1*~(x|y)+11*~(x|~y)-1*(x&~y)+10*(x&y),-1*~(x|y)+11*~(x|~y)-1*(x&~y)+10*(x&y),True,0.010101795196533203
3*~y+7*~(x&y)+1*~(x&~y)-2*~x-2*~(x^y)-1*(x|y)+7*(x^y)+2*x-12*~(x|y)-17*~(x|~y)-23*(x&~y)-5*(x&y),-5*~(x&~x),5,5,True,0.009260892868041992
-2*x+5*y-1*(x|y)+5*~(x^y)-5*~(x&~y)+4*~x-1*~(x&y)-1*(x^y)-11*~(x&~x)+19*~(x|y)+27*(x&~y)+9*(x&y),11*~y-10*~(x|~y),11*~(x|y)-10*~(x|~y)+11*(x&~y),11*~(x|y)-10*~(x|~y)+11*(x&~y),True,0.009937524795532227
2*(x|y)-3*x+1*~(x&~y)-11*(x^y)+4*~(x^y)+4*~(x&y)+2*~x-3*(x|~y)-11*~(x&~x)+3*~(x|y)+24*~(x|~y)+21*(x&y),-22*(x&~y)+11*y,11*~(x|~y)-22*(x&~y)+11*(x&y),11*~(x|~y)-22*(x&~y)+11*(x&y),True,0.01009678840637207
11*~(x&y)+2*(x^y)-5*(x|~y)-1*~(x^y)-5*~x-3*~(x&~x)-1*y-7*~(x&~y)+7*~(x|y)+3*~(x|~y)-8*(x&~y)+17*(x&y),-3*~y,-3*~y,-3*~y,True,0.009508132934570312
11*~(x&~x)-1*x+2*y-2*~(x^y)+2*(x|y)+3*~(x&y)+2*(x^y)-2*(x|~y)+1*~x-21*~(x|~y)-4*(x&~y)-10*(x&y),11*~y,11*~y,11*~y,True,0.009498119354248047
5*(x|y)+1*~y-2*(x|~y)+4*(x^y)-5*~(x&~y)+3*y-6*~(x&~x)+11*~(x^y)+7*~(x|y)+5*~(x|~y)-3*(x&~y)-7*(x&y),-1*x+6*~x,6*~(x|y)+6*~(x|~y)-1*(x&~y)-1*(x&y),6*~(x|y)+6*~(x|~y)-1*(x&~y)-1*(x&y),True,0.010125398635864258
-6*~(x^y)-5*~(x&~x)+5*y-1*~y+4*x+5*(x^y)-2*~(x&y)+11*(x|~y)+2*~(x|y)+3*~(x|~y)-5*(x&~y)-2*(x&y),7*(x|y)-1*~x,-1*~(x|y)+6*~(x|~y)+7*(x&~y)+7*(x&y),-1*~(x|y)+6*~(x|~y)+7*(x&~y)+7*(x&y),True,0.01008915901184082
-3*~(x&~y)-2*(x^y)+2*~y+1*(x|y)+1*x+2*~(x&~x)+4*~(x&y)-1*~(x^y)-6*~x+9*~(x|y)+4*~(x|~y)+7*(x&y),1*(x&~y)+7*(x|~y),7*~(x|y)+8*(x&~y)+7*(x&y),7*~(x|y)+8*(x&~y)+7*(x&y),True,0.00984334945678711
3*~(x&~y)-5*~(x&y)+4*x-1*(x^y)+3*y-2*~x-6*(x|~y)+3*~(x^y)-3*~y-7*~(x&~x)+17*~(x|y)+9*~(x|~y),-18*(x&~y),-18*(x&~y),-18*(x&~y),True,0.009486675262451172
