#complex,groundtruth,simplifiedcomplex,simplifiedgroundtruth,z3flag,simtime
(~(x&~x))+y-2*(x^y)-1*~y+x-1*(~(x&~y))-2*~x-3*(~(x|y))-2*(~(x|~y))-4*(x&~y)-3*(x&y),-5*(~(x&y))-(~(x^y)),-6*~(x|y)-5*~(x|~y)-5*(x&~y)-1*(x&y),-6*~(x|y)-5*~(x|~y)-5*(x&~y)-1*(x&y),True,0.0007927417755126953
-1*(x|y)+2*(~(x&~x))+(x^y)-5*~y-1*(~(x&y))-2*(x|~y)-1*(~(x^y))+2*(~(x&~y))+~x+4*(~(x|y))-2*(~(x|~y))+6*(x&~y)+2*(x&y),2*y,2*y,2*y,True,0.0008637905120849609
-1*(~(x&~x))-1*(~(x^y))+(x^y)-2*x+2*(~(x&~y))-2*~y+(x|y)-1*y+(~(x&y))+2*(~(x|y))-2*(~(x|~y))+2*(x&~y)+2*(x&y),1*~x,1*~x,1*~x,True,0.0008080005645751953
(~(x^y))+(~(x&y))-2*y+(x|y)+~y-1*(x^y)-1*~x+2*x+3*(~(x|~y))-2*(x&~y),1*(~(x&~x))+1*(x|~y),2*~(x|y)+1*~(x|~y)+2*(x&~y)+2*(x&y),2*~(x|y)+1*~(x|~y)+2*(x&~y)+2*(x&y),True,0.0007648468017578125
-1*~x+1*(~(x|y))+4*(~(x|~y))-1*(x&~y)+3*(x&y),4*y-(x|y),3*~(x|~y)-1*(x&~y)+3*(x&y),3*~(x|~y)-1*(x&~y)+3*(x&y),True,0.0006587505340576172
-1*(~(x&~x))+2*(x^y)+2*x+~x-1*(x|~y)-1*(x|y)-1*(~(x&y))+1*(~(x|y))-1*(~(x|~y))-1*(x&~y),-y-~y,1,1,True,0.0007495880126953125
(x|~y)+x+(~(x&~x))-1*(x^y)+(x|y)-1*~x+(~(x&~y))-3*(~(x^y))+3*(~(x|y))+1*(~(x|~y))-1*(x&~y)-2*(x&y),2*(~(x&y)),2*~(x&y),2*~(x&y),True,0.0008287429809570312
-1*y-1*(x|y)+(x|~y)-1*~y+(~(x&~x))+x+~x-1*(~(x|y))+1*(~(x|~y))-1*(x&~y),1*(~(x&~y)),1*~(x&~y),1*~(x&~y),True,0.0007469654083251953
(~(x&y))+(~(x&~y))-1*~y+2*(x^y)-1*y+(~(x^y))-1*x-1*(~(x|y))-2*(~(x|~y))+1*(x&y),1*(~(x&~x)),-1,-1,True,0.0007498264312744141
-1*(~(x^y))+(x|~y)-1*(x^y)+(~(x&~y))+2*(~(x|~y))+2*(x&~y),1*(x|y)+1*(~(x&y)),1*~(x|y)+2*~(x|~y)+2*(x&~y)+1*(x&y),1*~(x|y)+2*~(x|~y)+2*(x&~y)+1*(x&y),True,0.0007150173187255859
-1*y-1*(~(x&~x))-1*(~(x^y))+(x^y)-2*~y+4*(x|~y)+1*(~(x|y))+3*(~(x|~y))-1*(x&~y)+1*(x&y),1*(x|y)+1*(~(x&~y)),1*~(x|y)+2*~(x|~y)+1*(x&~y)+2*(x&y),1*~(x|y)+2*~(x|~y)+1*(x&~y)+2*(x&y),True,0.0008366107940673828
3*(~(x&~x))+(~(x&~y))+(x^y)-1*~y+(x|y)+~x-1*(x|~y)-4*(~(x|y))-7*(~(x|~y))-3*(x&~y)-5*(x&y),-(~(x^y)),-1*~(x^y),-1*~(x^y),True,0.0007793903350830078
2*y-1*(~(x^y))-1*~x-2*(x^y)-1*(~(x&~x))+2*(~(x|y))+3*(~(x|~y))+3*(x&~y),-(x|~y)+1*(x|y),-1*~(x|y)+1*~(x|~y),-1*~(x|y)+1*~(x|~y),True,0.001104116439819336
2*(x|y)+(~(x^y))-1*~y+3*(x^y)+~x+(~(x&~x))+3*(~(x&~y))+(x|~y)-6*(~(x|y))-10*(~(x|~y))-7*(x&~y)-9*(x&y),-x,-1*x,-1*x,True,0.0007929801940917969
-1*~x-1*(x^y)+x+(~(x&y))+(~(x&~x))+(~(x&~y))-3*(~(x|y))-1*(~(x|~y))-3*(x&~y)-4*(x&y),-(x|~y),-1*(x|~y),-1*(x|~y),True,0.0007531642913818359
(~(x^y))-1*~y+(x|~y)+(~(x&y))+2*(x|y)+(~(x&~y))+2*(x^y)-1*~x-1*(~(x|y))-4*(~(x|~y))-4*(x&~y)-4*(x&y),1*(~(x&~x)),-1,-1,True,0.0008389949798583984
-1*(x|y)-4*(x|~y)+(~(x&~x))+(~(x&~y))+(~(x^y))+1*(~(x|y))+5*(x&~y)+2*(x&y),1*(x^y),1*(x^y),1*(x^y),True,0.0007205009460449219
-1*x+~x+~y+(~(x&~x))+2*(x^y)-1*(x|y)+2*(~(x&~y))+(~(x^y))-5*(~(x|y))-5*(~(x|~y))-1*(x&~y)-1*(x&y),1*(x|~y),1*(x|~y),1*(x|~y),True,0.0008027553558349609
-1*~x+1*(~(x|y))+4*(~(x|~y))-1*(x&~y)+3*(x&y),4*y-(x|y),3*~(x|~y)-1*(x&~y)+3*(x&y),3*~(x|~y)-1*(x&~y)+3*(x&y),True,0.000659942626953125
-1*(~(x^y))+2*(x^y)+~x-1*(x|~y)-1*y+(x|y)-1*(~(x|y))-5*(~(x|~y))-5*(x&~y)+1*(x&y),-2*(~(x&y))-x,-2*~(x|y)-2*~(x|~y)-3*(x&~y)-1*(x&y),-2*~(x|y)-2*~(x|~y)-3*(x&~y)-1*(x&y),True,0.0007622241973876953
2*(~(x&~x))+y-1*x-1*(~(x&~y))-2*(~(x|y))-4*(~(x|~y))-2*(x&~y),-2*(~(x&y))+1*(x|~y),-1*~(x|y)-2*~(x|~y)-1*(x&~y)+1*(x&y),-1*~(x|y)-2*~(x|~y)-1*(x&~y)+1*(x&y),True,0.0007488727569580078
-1*(~(x^y))+x+(x|~y)-1*(x|y)-1*(x^y)+(~(x&~y))+2*(~(x|~y))+1*(x&~y),1*(~(x&~x)),-1,-1,True,0.0007622241973876953
y+(~(x&~x))-1*x-1*(~(x&y))+2*(x|y)+(x|~y)-3*(~(x&~y))+3*(~(x|y))-2*(x&~y),1*(~(x^y)),1*~(x^y),1*~(x^y),True,0.0007369518280029297
-2*(x|y)-1*(~(x^y))+x+(x^y)-1*~y-1*y-1*(~(x&~x))+5*(~(x|y))+5*(~(x|~y))+2*(x&~y)+5*(x&y),1*(~(x&~y))+1*~x,2*~(x|y)+2*~(x|~y)+1*(x&y),2*~(x|y)+2*~(x|~y)+1*(x&y),True,0.0007910728454589844
-1*(x|y)-5*(x^y)+4*(~(x&y))+(~(x&~x))-2*y-1*(~(x&~y))-2*(x|~y)-1*~y+4*(~(x|~y))+4*(x&~y)+6*(x&y),1*(~(x^y)),1*~(x^y),1*~(x^y),True,0.0007927417755126953
-1*~y+~x+y+(~(x^y))+2*(~(x&y))+(~(x&~x))+(~(x&~y))-5*(~(x|y))-5*(~(x|~y))-1*(x&~y)-3*(x&y),1*(x|y),1*(x|y),1*(x|y),True,0.0007741451263427734
2*(x|~y)-1*(~(x&y))+(x|y)+y+(x^y)-4*~y+2*(~(x&~y))+2*(~(x|y))-4*(~(x|~y))-6*(x&y),1*(~(x^y))-x,1*~(x|y)-1*(x&~y),1*~(x|y)-1*(x&~y),True,0.0008230209350585938
-2*(~(x&~y))-1*y+(~(x&y))-2*(~(x&~x))-1*~y-1*(~(x^y))+(x|~y)+4*(~(x|y))+3*(~(x|~y))+4*(x&y),-(x|y),-1*(x|y),-1*(x|y),True,0.0007529258728027344
-1*(x|~y)-2*~y-2*(~(x&y))-1*(x|y)-1*x-2*(~(x^y))+5*(~(x|y))-1*(~(x|~y))+7*(x&~y)+1*(x&y),-2*(~(x&~y))-2*y,-2*~(x|y)-4*~(x|~y)-4*(x&y),-2*~(x|y)-4*~(x|~y)-4*(x&y),True,0.00077056884765625
-1*(x|~y)+(~(x&~y))-1*x-1*(~(x&~x))+3*(~(x&y))+~y+y-3*(~(x|y))-3*(~(x|~y)),2*(x^y)-(x|y),1*~(x|~y)+1*(x&~y)-1*(x&y),1*~(x|~y)+1*(x&~y)-1*(x&y),True,0.0007562637329101562
-1*(x|~y)-2*(~(x&y))-1*x+2*(~(x&~y))+~y-2*(~(x|y))-4*(~(x|~y))+1*(x&~y)-4*(x&y),-2*y-2*(~(x&~x)),-2*~(x|y)-4*~(x|~y)-2*(x&~y)-4*(x&y),-2*~(x|y)-4*~(x|~y)-2*(x&~y)-4*(x&y),True,0.0007569789886474609
y+(~(x&y))-2*(~(x&~y))-5*~x-1*(~(x^y))-1*(x|y)+x+2*(x|~y)-1*(x^y)+4*(~(x|y))+6*(~(x|~y))-3*(x&~y)-1*(x&y),-(~(x&~x)),1,1,True,0.0008187294006347656
-1*(x|~y)+(~(x&y))-1*x+2*(~(x&~x))+(x^y)+(~(x^y))-3*(~(x|~y))+1*(x&~y),3*~y+1*y,3*~(x|y)+1*~(x|~y)+3*(x&~y)+1*(x&y),3*~(x|y)+1*~(x|~y)+3*(x&~y)+1*(x&y),True,0.0007219314575195312
-1*~x-1*x-1*y+(x|y)+(~(x^y))-1*(~(x&y))-3*(~(x&~x))+(x^y)-3*(x|~y)+8*(~(x|y))+5*(~(x|~y))+6*(x&~y)+7*(x&y),1*(~(x&~y)),1*~(x&~y),1*~(x&~y),True,0.0008184909820556641
(~(x&~y))+~y-1*~x-1*(~(x&~x))+(~(x&y))-2*(x|~y)-4*(~(x^y))+5*(~(x|y))-1*(~(x|~y))-1*(x&~y)+4*(x&y),-x-(x|y),-1*~(x|~y)-2*(x&~y)-2*(x&y),-1*~(x|~y)-2*(x&~y)-2*(x&y),True,0.000797271728515625
-1*y+(x^y)+~y+(~(x&~y))+5*(~(x&~x))-1*(x|y)-8*(~(x|y))-5*(~(x|~y))-7*(x&~y)-5*(x&y),-(x|~y),-1*(x|~y),-1*(x|~y),True,0.0007541179656982422
(x|y)+(~(x^y))-4*(x^y)+x+~x+(~(x&~y))+2*y-2*(~(x|y))-1*(~(x|~y))+3*(x&~y)-6*(x&y),1*~y,1*~y,1*~y,True,0.0008111000061035156
-1*(~(x&~x))+4*y-1*(x|y)+3*(~(x|y))-2*(~(x|~y))+3*(x&~y)-1*(x&y),1*(~(x^y))+1*~y,2*~(x|y)+1*(x&~y)+1*(x&y),2*~(x|y)+1*(x&~y)+1*(x&y),True,0.0007030963897705078
-1*(~(x&y))-1*~x-1*(~(x^y))+(x^y)+(~(x&~y))+2*(x|y)+(~(x&~x))-1*(~(x|y))-2*(~(x|~y))-5*(x&~y)-4*(x&y),-2*(x|~y)+1*y,-2*~(x|y)+1*~(x|~y)-2*(x&~y)-1*(x&y),-2*~(x|y)+1*~(x|~y)-2*(x&~y)-1*(x&y),True,0.0008065700531005859
-1*y+(~(x&~x))-1*x-1*(~(x^y))+(x|~y)-2*(x&~y)+2*(x&y),-(x^y)+1*(~(x&~y)),1*~(x|y)-1*(x&~y)+1*(x&y),1*~(x|y)-1*(x&~y)+1*(x&y),True,0.0007090568542480469
-1*x+(~(x^y))+(~(x&~x))-1*~x-1*~y-2*(x|~y)+(~(x&~y))+(~(x&y))-3*(~(x|~y))+1*(x&~y),-(x^y),-1*(x^y),-1*(x^y),True,0.0007517337799072266
2*(x^y)-1*(x|~y)+2*(~(x|y))-3*(~(x|~y))-1*(x&~y),1*~y-(x|y),1*~(x|y)-1*~(x|~y)-1*(x&y),1*~(x|y)-1*~(x|~y)-1*(x&y),True,0.0007255077362060547
-1*(x|~y)-1*~x-1*(~(x^y))-2*(~(x&y))+x+5*(~(x|y))+4*(~(x|~y))+3*(x&~y)+2*(x&y),1*(x|y),1*(x|y),1*(x|y),True,0.0007200241088867188
-1*~x+(x^y)+(~(x&y))-1*x-1*(~(x&~y))-1*(x|y)+~y+1*(~(x|y))+1*(~(x|~y))+4*(x&y),1*(x|~y),1*(x|~y),1*(x|~y),True,0.0007424354553222656
-1*(x|~y)+(x|y)-1*~x+2*(~(x|y))-1*(~(x|~y))-1*(x&~y)-2*(x&y),-y-x,-1*~(x|~y)-1*(x&~y)-2*(x&y),-1*~(x|~y)-1*(x&~y)-2*(x&y),True,0.0006873607635498047
3*(x|~y)+1*~(x&~x)-6*x+2*~x+2*~(x^y)-1*y-5*~(x&y)-1*~y+4*~(x|y)+9*~(x|~y)+8*(x&~y)+7*(x&y),6*~(x&~y),6*~(x&~y),6*~(x&~y),True,0.0007991790771484375
-3*~(x^y)-6*~y-2*(x^y)-7*~(x&y)+1*~(x&~x)+2*~(x&~y)-11*(x|~y)-6*x-2*y+24*~(x|y)+8*~(x|~y)+31*(x&~y),-19*(x&y),-19*(x&y),-19*(x&y),True,0.0007891654968261719
1*(x|~y)-1*~(x^y)+4*~(x&~x)+1*~(x&y)+3*y-11*~y-6*(x^y)-11*~(x&~y)+3*x+17*~(x|y)+9*~(x|~y)+8*(x&~y),-1*(x&y),-1*(x&y),-1*(x&y),True,0.0007882118225097656
2*y+5*~(x^y)-2*~x+1*~(x&y)+1*x-11*(x^y)+4*~(x&~y)+1*(x|y)-7*~(x&~x)+4*~(x|y)+20*(x&~y)-1*(x&y),5*(x|~y)-12*~(x|~y),5*~(x|y)-12*~(x|~y)+5*(x&~y)+5*(x&y),5*~(x|y)-12*~(x|~y)+5*(x&~y)+5*(x&y),True,0.0008151531219482422
-6*(x|y)+2*~x-1*~(x&~x)+11*(x|~y)+5*~(x&~y)-1*~(x^y)-11*x-7*y+1*(x^y)-14*~(x|y)+8*(x&~y)+10*(x&y),-8*~(x|~y)+2*~(x&y),2*~(x|y)-6*~(x|~y)+2*(x&~y),2*~(x|y)-6*~(x|~y)+2*(x&~y),True,0.0008156299591064453
11*~(x&~x)+1*(x|y)-2*~x+1*(x^y)+7*~(x^y)+4*~(x&~y)+5*x+1*(x|~y)+1*y-21*~(x|y)-16*~(x|~y)-30*(x&y),19*(x&~y),19*(x&~y),19*(x&~y),True,0.0007867813110351562
-5*(x|y)+1*x-5*y+5*~y-5*~(x&~y)+1*(x|~y)+1*~(x&y)-11*~(x&~x)+2*~(x|y)+18*~(x|~y)+8*(x&~y)+24*(x&y),-7*~x,-7*~x,-7*~x,True,0.0007748603820800781
3*~(x&~y)+7*(x|y)-2*y-2*~(x^y)+7*(x^y)-2*~(x&y)-1*~(x&~x)-1*x-9*~(x|y)-12*~(x|~y)-21*(x&~y)-15*(x&y),-11*(x|~y),-11*(x|~y),-11*(x|~y),True,0.0007886886596679688
-2*~(x&~y)+7*~(x&y)+4*~x-1*(x|y)+3*y-1*(x^y)-3*~y-1*x-12*~(x|y)-10*~(x|~y)-6*(x&~y)-5*(x&y),-5*(x|~y)-1*~(x^y),-6*~(x|y)-5*(x&~y)-6*(x&y),-6*~(x|y)-5*(x&~y)-6*(x&y),True,0.0008077621459960938
-1*~(x&~x)-7*~(x^y)+4*(x|~y)-7*~(x&y)-3*x-5*~y+3*(x^y)-1*~(x&~y)+15*~(x|y)+10*~(x|~y)+9*(x&~y)+14*(x&y),-2*~x+6*y,-2*~(x|y)+4*~(x|~y)+6*(x&y),-2*~(x|y)+4*~(x|~y)+6*(x&y),True,0.0008091926574707031
3*(x|~y)+7*~y+5*y+1*x+4*~(x&~x)+1*~(x^y)+2*~x-1*~(x&y)-17*~(x|y)-11*~(x|~y)-14*(x&~y)-15*(x&y),-1*~(x&~y),-1*~(x&~y),-1*~(x&~y),True,0.0008413791656494141
5*x+1*~(x&y)-5*~(x&~x)+3*~x+11*~(x^y)-3*~(x&~y)+7*y-2*(x|y)-7*~y-3*~(x|~y)+6*(x&~y)-13*(x&y),-2*(x^y),-2*(x^y),-2*(x^y),True,0.0007774829864501953
-1*(x^y)-1*x-1*~(x&~x)-2*~y-5*~(x^y)-1*~(x&y)+7*(x|~y)-1*y+2*~(x|y)-7*~(x|~y)-12*(x&~y)-10*(x&y),-11*(x|y),-11*(x|y),-11*(x|y),True,0.0007822513580322266
-1*y+3*~(x^y)-1*~(x&y)-11*x+11*~(x&~x)-5*(x^y)+4*(x|y)+2*~x-12*~(x|y)-7*~(x|~y)+2*(x&~y)-3*(x&y),3*~(x&~y),3*~(x&~y),3*~(x&~y),True,0.0007839202880859375
5*~x+2*~y-3*~(x&~y)+2*(x^y)-1*~(x&~x)-2*~(x&y)-1*x+11*(x|~y)-5*~(x|y)+6*~(x|~y)-11*(x&~y)+8*(x&y),7*y+7*~(x^y),7*~(x|y)+7*~(x|~y)+14*(x&y),7*~(x|y)+7*~(x|~y)+14*(x&y),True,0.0008454322814941406
1*(x|y)-11*~x-1*~(x&y)-1*x-2*~(x&~y)+7*(x|~y)+1*~y-1*y+6*~(x|y)+16*~(x|~y)-5*(x&~y)-4*(x&y),2*(x^y),2*(x^y),2*(x^y),True,0.0007719993591308594
-3*(x|~y)-11*~y-5*(x^y)+5*x-2*~(x&~y)+7*~(x&y)+1*~(x^y)-1*~x+9*~(x|y)+11*~(x|~y)+18*(x&~y)+9*(x&y),11*(x|y)-1*y,10*~(x|~y)+11*(x&~y)+10*(x&y),10*~(x|~y)+11*(x&~y)+10*(x&y),True,0.0008018016815185547
2*(x|~y)-2*(x^y)-1*~(x^y)-2*(x|y)+11*x+5*y-11*~x-1*~y+11*~(x&y)-1*~(x|y)-2*~(x|~y)-16*(x&y),-1*~(x&~y)+19*(x&~y),-1*~(x|y)-1*~(x|~y)+19*(x&~y)-1*(x&y),-1*~(x|y)-1*~(x|~y)+19*(x&~y)-1*(x&y),True,0.0008296966552734375
-1*(x^y)+5*x+4*~x+1*(x|y)+2*y+2*~(x&y)+1*~(x^y)-11*~y-7*~(x|y)-19*~(x|~y)+4*(x&~y)-20*(x&y),-11*~(x&~y),-11*~(x&~y),-11*~(x&~y),True,0.0008025169372558594
-7*~y+1*(x^y)+7*(x|~y)-3*~(x&~y)-5*y+2*~(x&~x)+2*~(x^y)+1*~x-2*(x|y)-2*~(x|y)+6*~(x|~y)-1*(x&y),1*(x&~y),1*(x&~y),1*(x&~y),True,0.0008144378662109375
-1*~(x&~y)+11*(x|y)+3*~x+3*x+1*~(x^y)+7*y+4*(x|~y)+1*~(x&y)-8*~(x|y)-22*~(x|~y)-20*(x&~y)-25*(x&y),-1*(x^y),-1*(x^y),-1*(x^y),True,0.0007774829864501953
-2*x-3*~(x&~x)-3*~(x&~y)+2*~x+1*~(x&y)-3*(x|y)-2*y-11*~(x^y)+14*~(x|y)+13*~(x|~y)+12*(x&~y)+24*(x&y),5*(x^y),5*(x^y),5*(x^y),True,0.0008444786071777344
3*(x|y)+2*~(x^y)+4*x-3*~(x&y)+1*y-6*(x|~y)-1*(x^y)-2*~(x&~x)-6*~x+15*~(x|y)+5*(x&~y)-2*(x&y),-8*~(x|~y),-8*~(x|~y),-8*~(x|~y),True,0.0012576580047607422
1*y+3*x+7*(x^y)+4*~y-3*(x|~y)-1*~x-2*(x|y)-2*~(x&y)+8*~(x|y)-4*~(x|~y)-7*(x&~y)+7*(x&y),-1*~(x&~y)+7*~(x^y),6*~(x|y)-1*~(x|~y)+6*(x&y),6*~(x|y)-1*~(x|~y)+6*(x&y),True,0.0008072853088378906
-7*x-11*~(x&y)-7*(x|y)-3*~y-11*~x+3*~(x&~x)+7*~(x&~y)+2*~(x^y)+12*~(x|y)+30*~(x|~y)+24*(x&~y)+12*(x&y),-1*(x|~y)+11*y,-1*~(x|y)+11*~(x|~y)-1*(x&~y)+10*(x&y),-1*~(x|y)+11*~(x|~y)-1*(x&~y)+10*(x&y),True,0.0008103847503662109
3*~y+7*~(x&y)+1*~(x&~y)-2*~x-2*~(x^y)-1*(x|y)+7*(x^y)+2*x-12*~(x|y)-17*~(x|~y)-23*(x&~y)-5*(x&y),-5*~(x&~x),5,5,True,0.0007824897766113281
-2*x+5*y-1*(x|y)+5*~(x^y)-5*~(x&~y)+4*~x-1*~(x&y)-1*(x^y)-11*~(x&~x)+19*~(x|y)+27*(x&~y)+9*(x&y),11*~y-10*~(x|~y),11*~(x|y)-10*~(x|~y)+11*(x&~y),11*~(x|y)-10*~(x|~y)+11*(x&~y),True,0.0008103847503662109
2*(x|y)-3*x+1*~(x&~y)-11*(x^y)+4*~(x^y)+4*~(x&y)+2*~x-3*(x|~y)-11*~(x&~x)+3*~(x|y)+24*~(x|~y)+21*(x&y),-22*(x&~y)+11*y,11*~(x|~y)-22*(x&~y)+11*(x&y),11*~(x|~y)-22*(x&~y)+11*(x&y),True,0.0008475780487060547
11*~(x&y)+2*(x^y)-5*(x|~y)-1*~(x^y)-5*~x-3*~(x&~x)-1*y-7*~(x&~y)+7*~(x|y)+3*~(x|~y)-8*(x&~y)+17*(x&y),-3*~y,-3*~y,-3*~y,True,0.0007951259613037109
11*~(x&~x)-1*x+2*y-2*~(x^y)+2*(x|y)+3*~(x&y)+2*(x^y)-2*(x|~y)+1*~x-21*~(x|~y)-4*(x&~y)-10*(x&y),11*~y,11*~y,11*~y,True,0.0007696151733398438
5*(x|y)+1*~y-2*(x|~y)+4*(x^y)-5*~(x&~y)+3*y-6*~(x&~x)+11*~(x^y)+7*~(x|y)+5*~(x|~y)-3*(x&~y)-7*(x&y),-1*x+6*~x,6*~(x|y)+6*~(x|~y)-1*(x&~y)-1*(x&y),6*~(x|y)+6*~(x|~y)-1*(x&~y)-1*(x&y),True,0.0008118152618408203
-6*~(x^y)-5*~(x&~x)+5*y-1*~y+4*x+5*(x^y)-2*~(x&y)+11*(x|~y)+2*~(x|y)+3*~(x|~y)-5*(x&~y)-2*(x&y),7*(x|y)-1*~x,-1*~(x|y)+6*~(x|~y)+7*(x&~y)+7*(x&y),-1*~(x|y)+6*~(x|~y)+7*(x&~y)+7*(x&y),True,0.0008418560028076172
-3*~(x&~y)-2*(x^y)+2*~y+1*(x|y)+1*x+2*~(x&~x)+4*~(x&y)-1*~(x^y)-6*~x+9*~(x|y)+4*~(x|~y)+7*(x&y),1*(x&~y)+7*(x|~y),7*~(x|y)+8*(x&~y)+7*(x&y),7*~(x|y)+8*(x&~y)+7*(x&y),True,0.0008947849273681641
3*~(x&~y)-5*~(x&y)+4*x-1*(x^y)+3*y-2*~x-6*(x|~y)+3*~(x^y)-3*~y-7*~(x&~x)+17*~(x|y)+9*~(x|~y),-18*(x&~y),-18*(x&~y),-18*(x&~y),True,0.0007853507995605469
1*~(x^y)+11*~(x&~y)+4*(x^y)+5*(x|~y)+3*~y+1*y-1*(x|y)+1*~(x&~x)-1*~x-22*~(x|~y)-19*(x&~y)-18*(x&y),-7*~(x&y)+27*~(x|y),20*~(x|y)-7*~(x|~y)-7*(x&~y),20*~(x|y)-7*~(x|~y)-7*(x&~y),True,0.0008265972137451172
7*(x|~y)+2*~(x^y)-1*(x|y)-11*~(x&y)-11*~y-1*(x^y)+1*x+11*~(x&~x)+1*~(x|y)-6*~(x|~y)+5*(x&~y)-28*(x&y),-1*~(x&~y)-7*y,-1*~(x|y)-8*~(x|~y)-8*(x&y),-1*~(x|y)-8*~(x|~y)-8*(x&y),True,0.0008077621459960938
7*~x-1*~(x&~x)+5*x-6*~(x&~y)-3*~(x^y)-5*(x|~y)-11*y+1*~y+3*~(x&y)+4*~(x|y)-3*(x&~y)+21*(x&y),-8*~(x|~y),-8*~(x|~y),-8*~(x|~y),True,0.0007834434509277344
2*~(x^y)+2*y+3*~y-11*~x-1*~(x&~x)+2*x+11*~(x&~y)+1*(x|y)+2*(x|~y)-6*~(x|y)-13*~(x|~y)-19*(x&y),-11*(x^y)+18*(x&~y),-11*~(x|~y)+7*(x&~y),-11*~(x|~y)+7*(x&~y),True,0.0008499622344970703
-3*~x-7*y+1*~y+11*~(x&y)-1*~(x^y)+5*(x^y)-5*(x|~y)-2*(x|y)-5*~(x|y)-6*~(x|~y)-12*(x&~y)+13*(x&y),-2*~(x&~x),2,2,True,0.0007774829864501953
-1*(x|y)-7*~x+4*x-11*(x^y)-7*~(x^y)-6*~(x&~x)-11*~(x&y)-1*~y+31*~(x|y)+35*~(x|~y)+26*(x&~y)+9*(x&y),-1*~(x&~y),-1*~(x&~y),-1*~(x&~y),True,0.0007910728454589844
1*~(x&~y)+2*y+11*~y-3*(x^y)+7*~(x^y)-1*~(x&~x)+1*~(x&y)-7*x-11*(x|~y)+11*~(x|~y)+10*(x&~y)+9*(x&y),11*~x-3*~(x|y),8*~(x|y)+11*~(x|~y),8*~(x|y)+11*~(x|~y),True,0.0008330345153808594
-5*(x^y)+4*~y-2*(x|y)+2*(x|~y)-7*~(x&~x)+3*~(x&y)-2*y-6*~x+6*~(x|y)+19*~(x|~y)+5*(x&~y)+11*(x&y),2*~(x^y),2*~(x^y),2*~(x^y),True,0.0008518695831298828
1*~(x&~y)-1*~(x^y)-7*~(x&~x)+1*~y-1*(x|~y)-1*~x-5*(x^y)-11*(x|y)+7*x+8*~(x|y)+30*~(x|~y)+16*(x&~y),7*y-19*(x&y),7*~(x|~y)-12*(x&y),7*~(x|~y)-12*(x&y),True,0.0008530616760253906
-2*x+1*(x^y)-7*(x|~y)-3*~(x&~x)+5*~(x^y)+1*~x-2*y-3*~y-1*(x|y)+7*~(x|y)+4*~(x|~y)+10*(x&y),-15*(x&~y),-15*(x&~y),-15*(x&~y),True,0.0008065700531005859
-2*~(x&~x)+7*~(x&y)+1*y-3*(x|~y)+3*(x|y)+3*(x^y)-3*~x-6*x+2*~(x|y)-9*~(x|~y)-3*(x&~y)+9*(x&y),2*~(x^y)-1*~y,1*~(x|y)-1*(x&~y)+2*(x&y),1*~(x|y)-1*(x&~y)+2*(x&y),True,0.0008306503295898438
1*~(x^y)-7*~(x&~x)+1*~(x&y)-11*(x^y)-6*~x+3*~y-1*y-5*x+10*~(x|y)+26*~(x|~y)+19*(x&~y)+14*(x&y),2*~(x&~y),2*~(x&~y),2*~(x&~y),True,0.0008101463317871094
-2*~y-5*y+4*~(x&y)-1*(x|~y)+1*(x^y)+4*x+5*~(x^y)+5*(x|y)-4*~(x|y)-3*~(x|~y)-12*(x&~y)-9*(x&y),-1*~(x&~x)+3*~x,2*~(x|y)+2*~(x|~y)-1*(x&~y)-1*(x&y),2*~(x|y)+2*~(x|~y)-1*(x&~y)-1*(x&y),True,0.0008821487426757812
5*y-6*~(x&y)+7*(x|y)-6*~(x&~x)-5*x+11*~x+3*(x^y)+2*~(x&~y)+4*~(x|y)-16*~(x|~y)+7*(x&~y)+2*(x&y),5*~(x^y),5*~(x^y),5*~(x^y),True,0.0008854866027832031
-7*~(x^y)+1*~x+5*~(x&~y)+2*(x|y)-3*y+3*~(x&y)+3*(x^y)-1*~y-12*~(x|y)-11*~(x|~y)-18*(x&~y)-8*(x&y),-11*(x|~y),-11*(x|~y),-11*(x|~y),True,0.0008151531219482422
1*~(x&y)-6*~(x&~x)-7*(x|y)-2*~x-1*y-1*~(x&~y)-7*(x|~y)-1*~y+16*~(x|y)+19*~(x|~y)+23*(x&~y)+22*(x&y),3*(x^y),3*(x^y),3*(x^y),True,0.0008158683776855469
1*(y^~(~x&(~y|z)))+1*(z^~(x|(~y&z)))-1*(~x&(~y&z))-1*(x&(~y&z)),1*((x^y)|~(x^z)),1*((x^y)|~(x^z)),1*((x^y)|~(x^z)),True,0.0018558502197265625
1*((x|y)&~(y^z))+1*~(x|(y|z))-2*~(~x|(y|z))-2*(x&(y&z)),1*(~x&(~y|z))-1*((x|~y)&(x^(y^z))),1*~(x|(y|z))-1*~(~x|(y|z))+1*(~x&(y&z))-1*(x&(y&z)),1*~(x|(y|z))-1*~(~x|(y|z))+1*(~x&(y&z))-1*(x&(y&z)),True,0.0018520355224609375
1*(~z|~(x^y))-1*(z^~(x&(y&z)))+1*~(~x|(~y|z))-1*(~x&(~y&z)),1*(x&y)-1*(x&(y&z)),1*~(~x|(~y|z)),1*~(~x|(~y|z)),True,0.0019183158874511719
